#WF for J/pi=2.5+  Ecm=  1.282 MeV  Inc. chan.=  1 ql=  2
   0.000    0.00000000  0.00000000
   0.100    0.00101842  0.00000000
   0.200    0.00829082  0.00000000
   0.300    0.02768048  0.00000000
   0.400    0.06466590  0.00000000
   0.500    0.12399564  0.00000000
   0.600    0.20951595  0.00000000
   0.700    0.32401505  0.00000000
   0.800    0.46910602  0.00000000
   0.900    0.64515472  0.00000000
   1.000    0.85125646  0.00000000
   1.100    1.08526377  0.00000000
   1.200    1.34386518  0.00000000
   1.300    1.62271335  0.00000000
   1.400    1.91659833  0.00000000
   1.500    2.21965975  0.00000000
   1.600    2.52562907  0.00000000
   1.700    2.82809132  0.00000000
   1.800    3.12075334  0.00000000
   1.900    3.39770472  0.00000000
   2.000    3.65365653  0.00000000
   2.100    3.88414388  0.00000000
   2.200    4.08567966  0.00000000
   2.300    4.25585015  0.00000000
   2.400    4.39334748  0.00000000
   2.500    4.49793879  0.00000000
   2.600    4.57037792  0.00000000
   2.700    4.61226995  0.00000000
   2.800    4.62590285  0.00000000
   2.900    4.61406230  0.00000000
   3.000    4.57984568  0.00000000
   3.100    4.52648880  0.00000000
   3.200    4.45721602  0.00000000
   3.300    4.37511971  0.00000000
   3.400    4.28307154  0.00000000
   3.500    4.18366433  0.00000000
   3.600    4.07918098  0.00000000
   3.700    3.97158561  0.00000000
   3.800    3.86253154  0.00000000
   3.900    3.75338092  0.00000000
   4.000    3.64523174  0.00000000
   4.100    3.53894840  0.00000000
   4.200    3.43519319  0.00000000
   4.300    3.33445692  0.00000000
   4.400    3.23708729  0.00000000
   4.500    3.14331447  0.00000000
   4.600    3.05327356  0.00000000
   4.700    2.96702385  0.00000000
   4.800    2.88456527  0.00000000
   4.900    2.80585192  0.00000000
   5.000    2.73080340  0.00000000
   5.100    2.65931393  0.00000000
   5.200    2.59125973  0.00000000
   5.300    2.52650491  0.00000000
   5.400    2.46490617  0.00000000
   5.500    2.40631633  0.00000000
   5.600    2.35058723  0.00000000
   5.700    2.29757177  0.00000000
   5.800    2.24712555  0.00000000
   5.900    2.19910799  0.00000000
   6.000    2.15338312  0.00000000
   6.100    2.10982017  0.00000000
   6.200    2.06829386  0.00000000
   6.300    2.02868459  0.00000000
   6.400    1.99087848  0.00000000
   6.500    1.95476734  0.00000000
   6.600    1.92024853  0.00000000
   6.700    1.88722484  0.00000000
   6.800    1.85560426  0.00000000
   6.900    1.82529978  0.00000000
   7.000    1.79622918  0.00000000
   7.100    1.76831474  0.00000000
   7.200    1.74148308  0.00000000
   7.300    1.71566485  0.00000000
   7.400    1.69079455  0.00000000
   7.500    1.66681031  0.00000000
